id_cliente,idade,genero,cidade,renda_estimada,frequencia_mensal_media,cliente_vip
1,53,Masculino,São Paulo,18829.504791629588,2.2376884973139393,True
2,42,Masculino,Belo Horizonte,15101.498205954284,2.881644586639423,False
3,45,Masculino,Recife,17730.77803754815,3.3214746494364005,False
4,74,Feminino,Brasília,4736.66615127482,9.83951508996492,False
5,66,Masculino,Rio de Janeiro,11298.53569958612,3.1766706181040654,False
6,62,Feminino,Rio de Janeiro,19360.25799884268,6.024641082463878,False
7,46,Feminino,Belo Horizonte,13212.376959555457,4.051268119438307,False
8,49,Masculino,Porto Alegre,14456.619854496268,8.619950280144753,True
9,34,Masculino,Porto Alegre,17911.09884890467,8.018879912718614,True
10,38,Masculino,Salvador,17242.176302198983,9.420714947988527,True
11,50,Masculino,Florianópolis,18123.252487750968,6.457861536936309,False
12,49,Feminino,São Paulo,8387.231181392246,9.461200982120006,True
13,39,Feminino,Porto Alegre,1593.6393011550458,2.4472724627574878,True
14,32,Masculino,Curitiba,10483.854441345193,5.035817286876226,True
15,55,Masculino,Fortaleza,4754.617174530889,1.1626782725396878,True
16,28,Masculino,Belo Horizonte,7519.894415946453,7.718422646062217,False
17,22,Masculino,Porto Alegre,17210.633094142293,6.91851603070309,False
18,47,Masculino,Brasília,11536.994265265637,5.57932669154884,True
19,36,Feminino,Recife,6406.243802111921,3.195906790411752,False
20,52,Feminino,Brasília,19609.517878087667,5.380679376635096,False
21,22,Masculino,Curitiba,13176.064580949364,8.153301731874835,True
22,44,Masculino,Salvador,13434.412197565449,7.020316536967897,True
23,47,Masculino,Florianópolis,5111.995274263823,7.502069037353548,True
24,33,Masculino,Rio de Janeiro,12082.077685369888,7.916986128756781,True
25,31,Masculino,Rio de Janeiro,19899.18444975081,5.229500625918487,True
26,60,Feminino,Rio de Janeiro,18424.991219078296,4.331428302298999,True
27,55,Feminino,Fortaleza,19131.829169943136,3.9767527420346234,True
28,60,Masculino,Florianópolis,19383.114152307888,9.672579793803276,False
29,47,Masculino,Fortaleza,2893.905736113372,3.7512731735846367,False
30,46,Masculino,Rio de Janeiro,17246.028423061853,3.852298046406499,True
31,32,Feminino,Salvador,11800.823355479477,9.425392967447028,False
32,72,Feminino,Fortaleza,18705.31144400039,1.633745177645895,True
33,64,Masculino,São Paulo,12877.63369393464,9.91048465093837,False
34,16,Feminino,Rio de Janeiro,6202.027507790167,3.657615295770449,True
35,40,Masculino,Curitiba,15204.219428452781,7.273141668957412,False
36,57,Masculino,Recife,14614.853442837195,5.97537979217117,True
37,56,Feminino,Fortaleza,16473.181376352502,8.291020552112627,True
38,39,Masculino,Fortaleza,12813.00365101509,1.7343476236021633,True
39,21,Masculino,Brasília,10778.051451713192,8.184656610700976,True
40,15,Masculino,Curitiba,2812.4069644986616,4.571054444924996,True
41,28,Feminino,Fortaleza,17965.098823624976,4.041956411663822,False
42,42,Masculino,Recife,12209.000566889836,4.946267107162782,True
43,36,Masculino,Recife,7570.824348282541,2.3953745505496977,True
44,36,Feminino,Porto Alegre,12430.4153205267,1.2745022494514449,False
45,66,Feminino,Recife,2218.4425869443294,3.7293896320590054,False
46,57,Masculino,Curitiba,3850.6194840598687,5.700189340493239,False
47,67,Masculino,São Paulo,6523.543942665225,9.687266473516928,True
48,53,Feminino,São Paulo,3078.928102384708,1.4651354905174694,True
49,66,Feminino,Brasília,9110.047243548554,7.295609896904745,True
50,54,Masculino,Brasília,14932.68967386924,9.782668715162812,True
51,74,Masculino,Rio de Janeiro,14720.009427329114,1.369607650910882,True
52,70,Masculino,Recife,6510.396648348373,4.950742786350725,True
53,69,Masculino,Florianópolis,6140.919755913233,2.6590030689823303,True
54,37,Masculino,Recife,9423.817786391994,7.1964991068882975,False
55,15,Feminino,Curitiba,4705.944921310647,2.4079333840397745,False
56,48,Masculino,Porto Alegre,5936.06614441196,1.8448596107316257,False
57,39,Masculino,Porto Alegre,13713.65146927803,3.5194050725134858,False
58,30,Feminino,Rio de Janeiro,11058.880762391484,6.914001956501502,True
59,19,Feminino,Florianópolis,12816.833805335516,4.776400561850109,True
60,26,Masculino,Brasília,11971.688394140412,2.4278180287824194,True
61,36,Feminino,Belo Horizonte,1766.2795396504835,2.0446537645622462,False
62,19,Masculino,Curitiba,3241.904282968362,3.802719784521648,False
63,66,Feminino,Belo Horizonte,4743.609992952763,1.1544499164857522,False
64,40,Feminino,Florianópolis,10594.893689661398,5.261245937025091,True
65,47,Feminino,Rio de Janeiro,10096.46553938281,6.84796314378487,True
66,72,Feminino,Rio de Janeiro,12893.226813966005,6.715842857808794,True
67,48,Masculino,Porto Alegre,6326.532031821708,1.1377408626134629,False
68,33,Masculino,Salvador,10808.020783731623,8.7084085706949,True
69,19,Feminino,Brasília,14153.32973386561,6.542660479509225,False
70,30,Feminino,São Paulo,13384.756646816839,1.2386017948745964,True
71,46,Feminino,Porto Alegre,18894.259466361716,6.179267600882911,True
72,64,Masculino,Salvador,12107.290270930765,2.156503179105192,True
73,65,Feminino,Belo Horizonte,16681.830301263173,6.633457030914156,False
74,15,Feminino,Brasília,19282.02543074241,9.148155777604574,True
75,58,Masculino,Rio de Janeiro,6568.280855440975,2.931302077375367,True
76,60,Masculino,Salvador,1837.10377455367,1.8499866468033557,True
77,49,Feminino,Belo Horizonte,7726.25297544144,6.90150371842668,True
78,43,Feminino,Salvador,17130.193252934907,1.209447421622433,True
79,48,Feminino,Curitiba,6322.848772364207,5.464337088640655,True
80,72,Masculino,Salvador,14389.637559236788,6.660485621018956,False
81,43,Masculino,Curitiba,2224.9470434994555,4.761514285440208,True
82,71,Masculino,Recife,11637.479840089616,4.811238480773067,True
83,38,Masculino,Salvador,16426.442676444385,9.91454627800606,False
84,62,Masculino,Porto Alegre,3862.2599943156133,3.250148042944942,True
85,46,Masculino,Recife,7804.86549468083,9.376815930432082,True
86,51,Feminino,Curitiba,5914.041906121293,7.1186030191022125,True
87,37,Feminino,Salvador,15459.043170566623,1.9281148195233935,False
88,31,Masculino,Curitiba,11385.058260315423,5.4690507161476996,True
89,39,Masculino,Recife,7420.9176190663175,9.059709056465804,False
90,63,Feminino,Rio de Janeiro,2489.4779898263246,9.626873471948786,False
91,33,Feminino,Brasília,3188.8035205434708,3.873822738313734,False
92,28,Feminino,São Paulo,14020.24323184961,5.342688546783783,True
93,72,Feminino,Belo Horizonte,13188.988425141286,5.036009697804878,False
94,49,Masculino,Rio de Janeiro,12645.1571291707,5.983327471112207,False
95,35,Feminino,Salvador,15418.928794597081,8.124211393532637,False
96,71,Masculino,Recife,3599.095137322788,9.378361951185633,True
97,72,Feminino,São Paulo,2564.8370603079193,5.94575994091362,False
98,19,Masculino,Brasília,15135.157800633664,5.9132419314849,True
99,25,Feminino,Recife,3665.7398039107084,2.2869251384755227,True
100,24,Feminino,Florianópolis,16983.831673391418,8.801818347797571,False
101,52,Masculino,Porto Alegre,3055.9759131274523,7.30872218313208,False
102,56,Feminino,Salvador,8838.05463615366,9.02707217899099,False
103,16,Feminino,Brasília,3004.9524418751457,1.7635394267667273,True
104,33,Masculino,Recife,12254.150218695473,8.768246697901034,False
105,36,Masculino,Florianópolis,16536.791994263796,9.525237196454729,False
106,39,Feminino,Brasília,12449.94166819376,4.151964220302822,True
107,74,Feminino,Porto Alegre,3044.763258925372,7.994322243346931,True
108,68,Feminino,Florianópolis,14544.060739488208,3.2385173898725914,False
109,33,Feminino,Fortaleza,3557.1534226638,5.433625938617732,False
110,27,Masculino,Brasília,8996.238605456216,6.143257226845096,False
111,34,Masculino,Rio de Janeiro,3698.1314509593303,2.057736220993944,False
112,55,Feminino,Rio de Janeiro,15267.915653451011,7.129354843872181,True
113,42,Feminino,Curitiba,19300.192146779027,4.373835215713337,True
114,63,Masculino,São Paulo,3033.489451327053,5.755331091674883,True
115,67,Masculino,Fortaleza,19319.61697965131,1.109390272208347,True
116,46,Feminino,Recife,11786.093214887815,3.904177494498253,True
117,30,Feminino,Fortaleza,11262.470518096547,9.936683165073703,False
118,51,Masculino,Belo Horizonte,6180.318107800961,7.258700107959828,True
119,71,Masculino,Recife,11177.310117147754,6.664587743217362,True
120,28,Masculino,Brasília,6948.138016529452,9.962482375264337,False
121,68,Masculino,Brasília,12309.814770577354,9.110422094418901,True
122,71,Masculino,Fortaleza,18432.205320878467,9.628321666670615,True
123,30,Feminino,Brasília,17969.88000198195,5.100910775071417,False
124,42,Feminino,Florianópolis,7709.711198743819,2.5271191350600897,False
125,50,Feminino,Belo Horizonte,10078.42049138967,4.180170052234475,False
126,64,Feminino,Porto Alegre,6419.8516118384205,4.243105856847414,True
127,50,Feminino,Brasília,19744.898772872653,7.2834554261777065,False
128,31,Masculino,Porto Alegre,6675.624882625496,4.700860487849676,False
129,27,Masculino,Porto Alegre,14167.526692246767,2.463552454104022,True
130,60,Feminino,Salvador,2909.707022584518,9.46478644421845,False
131,65,Masculino,Belo Horizonte,14925.810905184659,6.520736763422109,True
132,16,Masculino,Recife,3030.8457706531635,8.889953373332133,True
133,73,Masculino,Rio de Janeiro,2336.545396964504,1.2373027704752682,False
134,47,Feminino,Salvador,15885.642249101673,5.323330736797192,False
135,61,Feminino,São Paulo,4282.712485415272,6.347176438169216,True
136,39,Feminino,Recife,19443.416359570158,8.579070308221379,True
137,27,Feminino,Fortaleza,2674.968847415025,1.3313968087239223,True
